id,client_name,client_address,billing_to,service_type,bill_description,ticket_id,created_date,emailed,comments,invoice_no,invoice_date
313,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Email created: Hthind@dig.insure
User: Harman Thind",#4521,2023-04-27,Yes,,,
314,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"2 Emails created: 
New Email created: lgrewal@dig.insure
User: Lajwinder Grewal
New Email created: averma@dig.insure
User: Amita Verma","#4500
#4501",2023-04-26,Yes,,,
315,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",,IT Services,"Onsite visit: 1 HR.
Setup done for Network MPF Scan to PC Folder.",#4377,2023-04-26,Yes,,,
316,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,New email created: baldeepgrewal@metrox.ca,#4508,2023-04-26,Yes,,,
317,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,Scanner setup - Reception Desk (Ms. Shashi),#4404,2023-04-21,Yes,,,
318,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,"User: Simar Uppal - New VOIP account + Device installed
VOIP 9058973212 
MAC 805E0CC32EB8
SerialNumber 301081E041223209
Make Yealink
Model SIP-T54W
STATE Installed",#4027,2023-04-20,Yes,,,
319,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"1 x Adobe DC Pro installed
System Name MAIN-PC
SerialNumber MJ04936",#4315,2023-04-19,Yes,,,
320,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,1 x MS-Office License Activation RDP – Anjali Kamboj,#4354,2023-04-19,Yes,,,
321,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"DUO Push User Added - Nitin 13 April 2023
DUO Push User Added - Anjali Kamboj 18 April 2023","#4112
#4328",2023-04-18,Yes,Merged with Billing 28 Feb 23 with New User Node Setup,,
322,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",,IT Services,DUO Push User Added - Shaleen Dutta 27 February 2023,#3013,2023-04-18,Yes,,,
323,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,"Techhosting.ca :- Client`s CC on Profile
- 1 Email (365) created + configured
-simar@freighthublogistic.com",#4293,2023-04-17,Yes,,,
324,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,"QuickBooks Troubleshooting + Updates Installed.
o PC 1 
o PC 2
o Server","#4278
#4279
#4288",2023-04-17,Yes,,,
325,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,• Onsite Visit - 1HR (Move and Install)- PC move Warehouse back office to Warehouse Front Desk - 1 HR.,#4285,2023-04-17,Yes,,,
326,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
Brampton, ON L6W 3K7
905-230-0700",,IT Services,"1 New CPU details : Hp Elite Desk S/N # 2UA4211MGC
i7-4790 - 16 GB RAM -- 256 GB SSD + 500 GB SATA. WIN 10 Pro + Data Transfer from old PC",#4141,2023-04-14,Yes,Mr. Amit - check for billing info - Yes,,
327,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,Email setup (Ruby PC) in Outlook - processing@cictoronto.com,#4210,2023-04-13,Yes,,,
328,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,"New PC + 1 HDMI Converter System Model HP EliteDesk 800 G1 SFF
System Name DESKTOP-UGRFT2C RAM = 16GB
Processor Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz, 3601 Mhz, 4 Core(s), 8 Logical Processor(s)
SerialNumber MXL540107W
HDD 256GB SSD + 500GB User: SIMAR",#4002,2023-04-06,Yes,,,
329,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"2 New VOIP Accounts created
101 & 104 overlapping in India replaced with 109 & 110",#3900,2023-04-05,Yes,,,
330,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
Brampton, ON L6W 3K7
905-230-0700",,IT Services,Network Printer (Canon Image Runner 2525 MSS) Setup on PC.,#4035,2023-04-05,Yes,,,
331,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,"Techhosting.ca :- Client`s CC on Profile
- New Domain purchase www.freighthublogistic.com 
- 3 Emails (365) created
-dispatch@freighthublogistic.com
-safety@freighthublogistic.com
-accounts@freighthublogistic.com","#3997
#3998",2023-04-04,Yes,,,
332,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,"Office 365 License Installed ----- 1 (Simar Uppal) 
System Model HP EliteDesk 800 G1 SFF
System Name DESKTOP-UGRFT2C",#4004,2023-04-04,Yes,,,
333,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,New Email : POD@metrox.ca,#3987,2023-04-04,Yes,,,
334,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"2 LAN Drops Installed for - N/W Printer + Biometric device.
1 Switch Purchased + Installed by Ankit.","#3961
#3960",2023-04-03,Yes,,,
335,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New PC/QB User : Shikha
Bright HR - Account Activation - Shikha",#3929,2023-03-31,Yes,,,
336,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New email created: mkhroud@dig.insure,#3843,2023-03-28,,,,
337,Transway Transport,"740 Weller Ct, Oakville, ON L6K 3S9",,IT Services,Office 365 License Activation - Mandeep Brar (Node 101),#3849,2023-03-28,Yes,,,
338,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"Office 365 install - Hostname: DESKTOP-TDLDT8L + Time Spent 1 Hr.
Troubleshooting done , system cleaned up + malware removed , windows + drivers updated",#3757,2023-03-23,Yes,,,
339,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"Office 365 Install - Hostname: DESKTOP-UDN888D + Time Spent 1 Hr.
Troubleshooting done , system cleaned up + malware removed , windows + drivers updated",#3756,2023-03-23,Yes,,,
340,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"Office 365 Install - Hostname: MAIN-PC + Time Spent 1 Hr
Troubleshooting done , system cleaned up + malware removed , windows + drivers updated",#3755,2023-03-23,Yes,,,
341,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New Email created : jay@dig.insure,#3751,2023-03-23,Yes,,,
342,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Customer Name :Manpreet Kaur Dhindsa
Dig Gurkarmsher Dhindsa (Personal Laptop)
Office 365 Install. ---------- Credit Card info provided to Rajkaran",#3774,2023-03-23,Yes,,,
343,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"2 New Email accounts created on Godaddy
ap@cictoronto.com
office@cictoronto.com",#3682,2023-03-21,Yes,,,
344,Na,Address not found,,IT Services,"Rajkaran Travel To India
T54W - NEW
MAC: 805E0CC3266E
SN: 301081E041221763",,2023-03-17,Yes,,,
345,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,New Phone Cord - Yealink T29G,#3023,2023-03-15,Yes,,,
346,World Class Immigration,"1332 Khalsa Dr Unit # 10, Mississauga, ON L5S 0A2",,IT Services,New Phone Cord - Yealink T29G,#3564,2023-03-15,Yes,,,
347,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Email activated: Gagandeep Bhullar,  gbhullar@dig.insure",#3773,2023-03-14,Yes,,,
348,Fusion Placement Solutions,"7370 Bramalea Rd Unit 8, Mississauga, ON L5S 1N6",,IT Services,New Office365 License installed - Parmjit Personal ACER Laptop,#3504,2023-03-14,Yes,,,
349,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",,IT Services,New Network Printer Installation Toshiba e-STUDIO3505AC,#3484,2023-03-11,Yes,,,
350,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"customer Name :Manpreet Kaur Dhindsa
Dig Gurkarmsher Dhindsa (Personal Laptop)
Office 365 Install. ---------- Credit Card info provided to Rajkaran",#3396,2023-03-09,Yes,,,
351,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New User/Node Dig\rgrewal1 --- Raman Grewal,#3395,2023-03-09,Yes,,,
352,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,Returning User/Node Dig\eanbara --- Elie Enbara,#3409,2023-03-09,,,,
353,Ameya Data Solution,,,IT Services,"1 New SIP - T54W Yealink
?Ext: 215101 - S/N# 301081E041222107 - MAC# 805E0CC3304C",#3329,2023-03-08,Yes,,,
354,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New Office365 License installed - Ravi Grewal,#3358,2023-03-08,Yes,,,
355,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New Office365 License installed - Asif Alam,#3360,2023-03-08,Yes,,,
356,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,New Office365 License installed - Bela Gandhi,#3397,2023-03-08,Yes,,,
357,Ontario Transway,"2020 Clark Blvd. Unit # 1B
Brampton ON, L6T 5R4",,IT Services,"New SIP - T54W Yealink Installed
? Ext: 101 - S/N# 301081E041221037 - MAC#805E0CC324C4
? Ext: 102 - S/N# 301081E041220515 - MAC#805E0CC32576
? Ext: 103 - S/N# 301081E041221848 - MAC#805E0CC3145A
? Ext: 104 - S/N# 301081E041222313 - MAC#805E0CC32562
? Ext: 105 - S/N# 301081E041222512 - MAC#805E0CC32658
? Ext: 106 - S/N# 301081E041223302 - MAC#805E0CC31480
? Ext: 107 - S/N# 301081E041223930 - MAC#805E0CC32554
____________________________________________________________
New Yealink DECT IP Base Station W 70B
? Ext: 108 - S/N# 802017E062525920 - MAC#805E0CE78D0F
New IP DECT Phone W56H S/N# 8301520062500281",#3206,2023-03-03,Yes,,,
358,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New User/Node Setup + DUO
gracious\shaleen --- Shaleen Dutta",#3013,2023-02-28,Yes,,,
359,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"New Office365 License installed
DESKTOP-I0L7TP4 - INDIA
SerialNumber 8CG71133BQ",#3193,2023-02-28,Yes,,,
360,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"OAKVILLE - Visit
User: Gurmeet Singh
Onsite Visit - Windows Re-installed + Printer setup done.",#3091,2023-02-24,Yes,,,
361,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"OAKVILLE - Visit
User: Rahul
Onsite Visit - Windows Re-installed + Printer setup done.",#3092,2023-02-24,Yes,,,
362,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"WAREHOUSE
User: Garima
Onsite Visit - Windows Re-installed + Printer setup done.",#3093,2023-02-24,Yes,,,
363,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Node Setup + email created
dig\jassingh --- Jaspreet Singh (Alberta)",#3035,2023-02-22,Yes,,,
364,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"QB Enterprise USA Trial + New Microsoft 2019 Server has been setup .
Hardware details are as follows:
OS Name Microsoft Windows Server 2019 Standard
System Manufacturer Dell Inc.
System Model Precision Tower 5810
Processor Intel(R) Xeon(R) CPU E5-1660 v4 @ 3.20GHz, 3201 Mhz, 8 Core(s), 16 Logical Processor(s)
Installed Physical Memory (RAM) 8.00 GB
SerialNumber 98K9RD2
Disk drive Model SAMSUNG SSD SM871 2.5 7mm 512GB",#2700,2023-02-16,Yes,,,
365,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Node Setup + email created
dig\Mahmad --- Moeen Ahmad",#2776,2023-02-14,Yes,,,
366,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,Onsite: Brother Printer installation setup for 2 Users (1 hr onsite),"#2827 , #2826",2023-02-13,Yes,,,
367,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Node Setup + email created
dig\schahal --- Sukhdeep Chahal",#2730,2023-02-06,Yes,,,
368,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
Brampton, ON L6W 3K7
905-230-0700",,IT Services,"1 New CPU installed details : Hp Elite Desk S/N # 2UA5451TDG
i7-4770 @ 3.40 GHZ
16 GB RAM 
256 GB SSD + 500 GB SATA. WIN 10 Pro + Data Transfer from old PC",#2620,2023-02-02,Yes,,,
369,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,"Server setup done on premises and QB Ent. 2023 Retail Edition installed
and QB migration done.",#2590,2023-01-30,Yes,,,
370,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"3 New SIP - T54W Installed
? Ext: 101 - S/N# 301081E041224673 - MAC#805E0CC32582
? Ext: 104 - S/N# 301081E041222695 - MAC#805E0CC3257C
? Ext: 105 - S/N# 301081E041223395 - MAC#805E0CC3138A","#2494
#2495
#2496",2023-01-25,Yes,,,
371,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",,IT Services,"New - IP Phone installed - Defective Unit brought back to Office: 
Yealink SIP-T53
S/N# 301086E011003419
MAC: 805E0C7AECDA",#2452,2023-01-20,Yes,,,
372,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"1 New CPU installed details : Hp Elite Desk S/N # 2UA5362203
i7-4790 @ 3.60 GHZ
16 GB RAM 
256 GB SSD + 500 GB SATA. 
1 Additional Hardware: Display to HDMI converter",#2376,2023-01-18,Yes,,,
373,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"1- Office 365 Installed
User: gracious\anjali",,2023-01-16,Yes,,,
374,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"3 - Adobe DC Pro Installed on 3 Mini PC 
S/N : - MJ050E45 , MJ03U5V1 , MJ0586E2",,2023-01-05,Yes,,,
375,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"NEW - 1 Mini PC Lenovo Thinkcentre (S/N# MJ0586E2)
1- Office 365 Installed
NEW - 5 Lenovo LCD - 24",,2023-01-04,Yes,,,
376,Top Choice Auto Sales,"7140 Pacific Circle, Missisauga, ON LST 2A6",,IT Services,Website Completion https://www.topchoiceautosales.ca,,2023-01-04,Yes,,,
377,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Site: Gracious Warehouse Back Office. Time spent onsite 1.5 hours.
2 Desktops setup in the back office of Warehouse, 1 complete system was on the reception desk which shifted to back office.
1 New CPU. (Idle Monitor used from reception).
New CPU installed details : 
i7-4790 @ 3.60 GHZ
16 GB RAM
256 GB SSD + 500 GB SATA. Additional Hardware installed : 5 Port PoE Switch.",,2022-12-13,Yes,,,
378,GT Bolton Inc.,"12155 Coleraine Dr, Bolton, ON L7E 3A9",,IT Services,"Ticket#1706 4 IP-Phone Extensions setup done in India (7528818042 - Kamal) 
VOIP# IP
309207 192.168.18.48
309208 192.168.18.46
309209 192.168.18.50
309210 192.168.18.51",#1706,2022-12-12,Yes,,,
379,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",,IT Services,"#1712 On premises Camera are not displaying in the office screen. ONSITE:During troubleshooting at the back end room, unplugged cable was found.
Plugged in the cable and have user tested it. OK",,2022-12-12,Yes,,,
380,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Ticket #1217 New HDD installed on Gurkarmsher Dhindsa.
Windows Setup done.",#1217,2022-12-10,Yes,,,
381,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,Reception Desk Printer setup + IP Phone setup,#1565 #1564,2022-12-02,Yes,,,
382,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"7 Yealink Phones
Cabling - 15 Network Ports installed",,2022-11-25,Yes,,,
383,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
Phone: (905) 840-0222",,IT Services,Windows Upgraded from Home to Professional,,2022-11-17,Yes,,,
384,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"System not booting. Replaced System but used same old drive.
Machine Details : Lenovo Desktop , i5-4570 (CPU), RAM 8.00 GB
(Old HDD had windows and users data already)",,2022-10-31,Yes,,,
